SampleMethod,RecoveryDive,Sample.Volume.m3,Meters.Above.Bottom,SampleLocation,Time.Deployed.hrs.,Ash.depth..cm.,Site,Sample.ID,Larval.Type,Stage,Identification.Type,Taxonomic.Level ,Taxonomic.Group,Top.BLAST.Hit,Pairwise.Identity,BOLD.Collection.Code,Individuals.per.SampleID
SyPRID - above vents,S631P,1792,10-20,Above vents,10.17,8-15,ABE,TN401_S631P_0023,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,6
SyPRID - above vents,S631P,1792,10-20,Above vents,10.17,8-15,ABE,TN401_S631P_0024,Zoea,Larval,morphology,Genus,Austinograea,NA,NA,NA,20
SyPRID - above vents,S631P,1792,10-20,Above vents,10.17,8-15,ABE,TN401_S631P_0025,Zoea,Larval,morphology,Genus,Austinograea,NA,NA,NA,22
SyPRID - above vents,S631P,1792,10-20,Above vents,10.17,8-15,ABE,TN401_S631P_0026,Zoea,Larval,morphology,Genus,Austinograea,NA,NA,NA,6
SyPRID - vent periphery,S631S,1854,45,Vent periphery,7.43,8-15,ABE,TN401_S631S_0001,Gastropod,Larval,morphology,Order,Neomphalida,NA,NA,NA,1
SyPRID - vent periphery,S631S,1854,45,Vent periphery,7.43,8-15,ABE,TN401_S631S_0003,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - vent periphery,S631S,1854,45,Vent periphery,7.43,8-15,ABE,TN401_S631S_0006,Zoea,Larval,intFXT/HCO2198,Genus,Austinograea,Austinograea williamsi,93.5,TL,3
SyPRID - vent periphery,S631S,1854,45,Vent periphery,7.43,8-15,ABE,TN401_S631S_0007,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - above vents,S632P,1976.604,15,Above vents,8.9,0,Tui Malila,TN401_S632P_0002,Gastropod,Larval,CO1,Order,Neomphalida,Iurus kinzelbachi,77,VJ27,1
SyPRID - above vents,S632P,1976.604,15,Above vents,8.9,0,Tui Malila,TN401_S632P_0003,Bivalve,Larval,intFXT/HCO2198,Family,Thyasiridae,Parathyasira equalis,86.6,TL,1
SyPRID - above vents,S632P,1976.604,15,Above vents,8.9,0,Tui Malila,TN401_S632P_0004,Bivalve,Larval,morphology,Genus,Bathymodiolus,Bathymodiolus,NA,NA,1
SyPRID - above vents,S632P,1976.604,15,Above vents,8.9,0,Tui Malila,TN401_S632P_0005,Gastropod,Larval,CO1,Genus,Lamellomphallus ,Lamellomphallus manusensis,99.6,VJ198,1
SyPRID - above vents,S632P,1976.604,15,Above vents,8.9,0,Tui Malila,TN401_S632P_0006,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus manusensis,99.8,TL,1
SyPRID - above vents,S632P,1976.604,15,Above vents,8.9,0,Tui Malila,TN401_S632P_0007,Gastropod,Larval,CO1,Family,Peltospiridae,Peltospiridae,100,VJ250,1
SyPRID - above vents,S632P,1976.604,15,Above vents,8.9,0,Tui Malila,TN401_S632P_0008,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus manusensis,100,TL,1
SyPRID - above vents,S632P,1976.604,15,Above vents,8.9,0,Tui Malila,TN401_S632P_0009,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus septemdierum,100,TL,1
SyPRID - above vents,S632P,1976.604,15,Above vents,8.9,0,Tui Malila,TN401_S632P_0010,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus septemdierum,100,TL,1
SyPRID - above vents,S632P,1976.604,15,Above vents,8.9,0,Tui Malila,TN401_S632P_0011,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,3
SyPRID - above vents,S632P,1976.604,15,Above vents,8.9,0,Tui Malila,TN401_S632P_0014,Gastropod,Juvenile ,morphology,Genus,Shinkailepas,NA,NA,NA,2
SyPRID - above vents,S632P,1976.604,15,Above vents,8.9,0,Tui Malila,TN401_S632P_0015_01,Gastropod,Larval,morphology,Genus,Desbruyeresia,NA,NA,NA,1
SyPRID - above vents,S632P,1976.604,15,Above vents,8.9,0,Tui Malila,TN401_S632P_0015_02,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
SyPRID - above vents,S632P,1976.604,15,Above vents,8.9,0,Tui Malila,TN401_S632P_0015_03,Gastropod,Larval,morphology,Genus,Desbruyeresia,NA,NA,NA,1
SyPRID - above vents,S632P,1976.604,15,Above vents,8.9,0,Tui Malila,TN401_S632P_0015_04,Gastropod,Larval,morphology,Genus,Desbruyeresia,NA,NA,NA,1
SyPRID - above vents,S632P,1976.604,15,Above vents,8.9,0,Tui Malila,TN401_S632P_0015_05,Gastropod,Larval,morphology,Genus,Desbruyeresia,NA,NA,NA,1
SyPRID - above vents,S632P,1976.604,15,Above vents,8.9,0,Tui Malila,TN401_S632P_0015_06,Gastropod,Larval,CO1,Genus,Desbruyeresia ,Desbruyeresia melanoides,98.7,VJ160,1
SyPRID - above vents,S632P,1976.604,15,Above vents,8.9,0,Tui Malila,TN401_S632P_0015_07,Gastropod,Larval,CO1,Genus,Alviniconcha ,Alviniconcha kojimai,100,VJ100,1
SyPRID - above vents,S632P,1976.604,15,Above vents,8.9,0,Tui Malila,TN401_S632P_0015_08,Gastropod,Larval,CO1,Genus,Alviniconcha ,Alviniconcha strummeri,94.9,VJ84,1
SyPRID - above vents,S632P,1976.604,15,Above vents,8.9,0,Tui Malila,TN401_S632P_0016,Gastropod,Juvenile ,CO1,Genus,Bruceiella,Bruceiella globulus,98.4,VJ446,1
SyPRID - above vents,S632P,1976.604,15,Above vents,8.9,0,Tui Malila,TN401_S632P_0017,Gastropod,Juvenile ,morphology,Family,Raphitomidae,NA,NA,NA,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0001,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0002,Bivalve,Larval,intFXT/HCO2198,Family,Lasaeidae,Lepton squamosum,82.3,TL,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0003,Bivalve,Larval,intFXT/HCO2198,Family,Lasaeidae,Neaeromya rugifera,83.6,TL,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0004,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus manusensis,99.7,TL,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0005,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus manusensis,99.3,TL,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0006,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus septemdierum,100,TL,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0007,Bivalve,Larval,morphology,Genus,Bathymodiolus,NA,NA,NA,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0008,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus septemdierum,100,TL,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0010,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus manusensis,99.7,TL,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0012,Bivalve,Larval,intFXT/HCO2198,Family,Myidae,Xylophaga atlantica,80.2,TL,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0014,Gastropod,Larval,CO1,Genus,Alviniconcha ,Alviniconcha kojimai,99.8,VJ78,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0015,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0016,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0017,Zoea,Larval,morphology,Genus,Austinograea,NA,NA,NA,6
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0018,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,3
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0020_01,Gastropod,Larval,morphology,Family,Peltospiridae,NA,NA,NA,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0020_02,Gastropod,Larval,CO1,Family,Peltospiridae,Peltospiridae,99.8,VJ428,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0020_03,Gastropod,Larval,CO1,Family,Peltospiridae,Peltospiridae,99.4,VJ429,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0020_04,Gastropod,Larval,CO1,Genus,Lamellomphallus,Lamellomphallus manusensis,100,VJ430,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0020_05,Gastropod,Larval,CO1,Genus,Lamellomphallus,Lamellomphallus manusensis,99.8,VJ431,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0022,Cyprid,Larval,morphology,Subclass,Cirripedia,NA,NA,NA,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0023_01,Gastropod,Larval,CO1,Genus,Alviniconcha ,Alviniconcha kojimai,99.6,VJ88,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0023_02,Gastropod,Larval,CO1,Order,Neomphalida,Iurus kinzelbachi,76.6,VJ85,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0023_03,Gastropod,Larval,morphology,Order,Neomphalida,NA,NA,NA,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0023_04,Gastropod,Larval,morphology,Order,Neomphalida,NA,NA,NA,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0023_05,Gastropod,Larval,CO1,Order,Neomphalida,Iurus kinzelbachi,76.5,VJ86,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0023_06,Gastropod,Larval,morphology,Order,Neomphalida,NA,NA,NA,1
SyPRID - vent periphery,S632S,1789.25,45,Vent periphery,7.62,0,Tui Malila,TN401_S632S_0023_07,Gastropod,Larval,CO1,Genus,Alviniconcha ,Alviniconcha kojimai,99.5,VJ238,1
SyPRID - above vents,S633P,1818.679,15,Above vents,8.05,0,Mariner,TN401_S633P_0001,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
SyPRID - above vents,S633P,1818.679,15,Above vents,8.05,0,Mariner,TN401_S633P_0002,Gastropod,Larval,morphology,Genus,Alviniconcha ,NA,NA,NA,1
SyPRID - above vents,S633P,1818.679,15,Above vents,8.05,0,Mariner,TN401_S633P_0004,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus septemdierum,100,TL,1
SyPRID - above vents,S633P,1818.679,15,Above vents,8.05,0,Mariner,TN401_S633P_0006,Bivalve,Larval,morphology,Family,Vesicomyidae,NA,NA,NA,1
SyPRID - above vents,S633P,1818.679,15,Above vents,8.05,0,Mariner,TN401_S633P_0007,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - above vents,S633P,1818.679,15,Above vents,8.05,0,Mariner,TN401_S633P_0008,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - above vents,S633P,1818.679,15,Above vents,8.05,0,Mariner,TN401_S633P_0009_04,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
SyPRID - above vents,S633P,1818.679,15,Above vents,8.05,0,Mariner,TN401_S633P_0010,Bivalve,Larval,morphology,Family,Myidae,NA,NA,NA,2
SyPRID - above vents,S633P,1818.679,15,Above vents,8.05,0,Mariner,TN401_S633P_0012_01,Gastropod,Larval,CO1,Superfamily,Buccinoidea,Vitreolina aurata,83,VJ461,1
SyPRID - above vents,S633P,1818.679,15,Above vents,8.05,0,Mariner,TN401_S633P_0012_02,Gastropod,Larval,CO1,Genus,Bruceiella,Bruceiella globulus,99.7,VJ613,1
SyPRID - above vents,S633P,1818.679,15,Above vents,8.05,0,Mariner,TN401_S633P_0013,Gastropod,Larval,CO1,Family,Elachisinidae,Laeviphitus,88.5,VJ229,1
SyPRID - above vents,S633P,1818.679,15,Above vents,8.05,0,Mariner,TN401_S633P_0014,Gastropod,Larval,CO1,Genus,Bruceiella,Bruceiella globulus,99.5,VJ96,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0001,Gastropod,Larval,CO1,Order,Neomphalida,Iurus kinzelbachi,76,VJ611,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0002,Bivalve,Larval,morphology,Family,Vesicomyidae,NA,NA,NA,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0003,Bivalve,Larval,intFXT/HCO2198,Family,Myidae,Euheterodonta sp.,76,TL,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0004,Bivalve,Larval,intFXT/HCO2198,Family,Myidae,Euheterodonta sp.,76.2,TL,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0006,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,12
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0007_01,Gastropod,Larval,CO1,Genus,Bruceiella,Bruceiella globulus,99.7,VJ275,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0007_02,Gastropod,Larval,CO1,Family,Peltospiridae,Peltospiridae,99.9,VJ276,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0007_03,Gastropod,Larval,CO1,Order,Neomphalida,Cyclophorus cucphuongensis,77.7,VJ277,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0008,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0009,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0010,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,4
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0011_01,Gastropod,Larval,morphology,Order,Neomphalida,NA,NA,NA,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0011_02,Gastropod,Larval,CO1,Genus,Lamellomphallus,Lamellomphallus manusensis,100,VJ223,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0011_03,Gastropod,Larval,CO1,Genus,Mitrella,Mitrella moleculina,81.7,VJ224,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0011_05,Gastropod,Larval,CO1,Genus,Bruceiella,Bruceiella globulus,99.8,VJ225,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0011_06,Gastropod,Larval,CO1,Genus,Bruceiella,Bruceiella globulus,99.8,VJ220,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0013,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus septemdierum,100,TL,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0014,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus manusensis,99.8,TL,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0015,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus septemdierum,100,TL,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0016,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus septemdierum,100,TL,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0017,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus septemdierum,100,TL,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0018,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus manusensis,99.7,TL,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0019,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus septemdierum,100,TL,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0020,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus manusensis,99.7,TL,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0021,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus manusensis,99.5,TL,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0022,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus manusensis,99.7,TL,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0023,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus manusensis,99.7,TL,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0024,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus septemdierum,100,TL,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0025,Bivalve,Larval,morphology,Genus,Bathymodiolus,NA,NA,NA,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0026_01,Gastropod,Juvenile ,CO1,Genus,Alviniconcha ,Alviniconcha kojimai,99.2,VJ209,1
SyPRID - vent periphery,S633S,1784.825,45,Vent periphery,8.12,0,Mariner,TN401_S633S_0026_02,Gastropod,Juvenile ,CO1,Genus,Alviniconcha ,Alviniconcha kojimai,98.4,VJ191,1
SyPRID - above vents,S634P,1824,8,Above vents,6.52,23-54,Kilo Moana,TN401_S634P_0001,Gastropod,Larval,morphology,Order,Neomphalida,NA,NA,NA,1
SyPRID - above vents,S634P,1824,8,Above vents,6.52,23-54,Kilo Moana,TN401_S634P_0002,Gastropod,Larval,morphology,Order,Neomphalida,NA,NA,NA,1
SyPRID - above vents,S634P,1824,8,Above vents,6.52,23-54,Kilo Moana,TN401_S634P_0004,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus manusensis,99.7,TL,1
SyPRID - above vents,S634P,1824,8,Above vents,6.52,23-54,Kilo Moana,TN401_S634P_0005,Bivalve,Larval,intFXT/HCO2198,Family,Pectinidae,Delectopecten sp.,77,TL,1
SyPRID - above vents,S634P,1824,8,Above vents,6.52,23-54,Kilo Moana,TN401_S634P_0006,Bivalve,Larval,intFXT/HCO2198,Family,Pectinidae,Delectopecten sp.,76.8,TL,1
SyPRID - above vents,S634P,1824,8,Above vents,6.52,23-54,Kilo Moana,TN401_S634P_0010,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - above vents,S634P,1824,8,Above vents,6.52,23-54,Kilo Moana,TN401_S634P_0011,Gastropod,Larval,morphology,Genus,Shinkailepas,NA,NA,NA,1
SyPRID - above vents,S634P,1824,8,Above vents,6.52,23-54,Kilo Moana,TN401_S634P_007_01,Gastropod,Larval,CO1,Order,Neomphalida,Gastropoda,75.3,VJ647,1
SyPRID - vent periphery,S634S,3619,26,Vent periphery,11.15,23-54,Kilo Moana,TN401_S634S_0001,Gastropod,Larval,CO1,Order,Neomphalida,Pusia granum,76.1,VJ31,1
SyPRID - vent periphery,S634S,3619,26,Vent periphery,11.15,23-54,Kilo Moana,TN401_S634S_0002,Gastropod,Larval,morphology,Order,Neomphalida,NA,NA,NA,1
SyPRID - vent periphery,S634S,3619,26,Vent periphery,11.15,23-54,Kilo Moana,TN401_S634S_0003,Gastropod,Larval,morphology,Order,Neomphalida,NA,NA,NA,1
SyPRID - vent periphery,S634S,3619,26,Vent periphery,11.15,23-54,Kilo Moana,TN401_S634S_0004,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
SyPRID - vent periphery,S634S,3619,26,Vent periphery,11.15,23-54,Kilo Moana,TN401_S634S_0006,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus manusensis,98,TL,1
SyPRID - vent periphery,S634S,3619,26,Vent periphery,11.15,23-54,Kilo Moana,TN401_S634S_0007,Bivalve,Larval,intFXT/HCO2198,Family,Lasaeidae,Basterotia sp.,86.9,TL,1
SyPRID - vent periphery,S634S,3619,26,Vent periphery,11.15,23-54,Kilo Moana,TN401_S634S_0008,Bivalve,Larval,morphology,Family,Myidae,NA,NA,NA,1
SyPRID - vent periphery,S634S,3619,26,Vent periphery,11.15,23-54,Kilo Moana,TN401_S634S_0009,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,2
SyPRID - vent periphery,S634S,3619,26,Vent periphery,11.15,23-54,Kilo Moana,TN401_S634S_0011_01,Gastropod,Larval,Morphology,Genus,Alviniconcha ,NA,NA,NA,1
SyPRID - vent periphery,S634S,3619,26,Vent periphery,11.15,23-54,Kilo Moana,TN401_S634S_0011_01,Gastropod,Larval,morphology,Genus,Alviniconcha ,NA,NA,NA,1
SyPRID - vent periphery,S634S,3619,26,Vent periphery,11.15,23-54,Kilo Moana,TN401_S634S_0012_01,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
SyPRID - vent periphery,S634S,3619,26,Vent periphery,11.15,23-54,Kilo Moana,TN401_S634S_0012_02,Gastropod,Larval,CO1,Family,Peltospiridae,Peltospiridae,100,VJ199,1
SyPRID - above vents,S635P,1803,8,Above vents,9.67,80-150,Tow Cam,TN401_S635P_0001,Actinula,Larval,morphology,Order,Actinulida,NA,NA,NA,1
SyPRID - above vents,S635P,1803,8,Above vents,9.67,80-150,Tow Cam,TN401_S635P_0003,Bivalve,Larval,intFXT/HCO2198,Family,Lasaeidae,Basterotia sp.,85.6,TL,1
SyPRID - above vents,S635P,1803,8,Above vents,9.67,80-150,Tow Cam,TN401_S635P_0004,Zoea,Larval,intFXT/HCO2198,Genus,Chorocaris ,Chorocaris sp.,100,TL,1
SyPRID - above vents,S635P,1803,8,Above vents,9.67,80-150,Tow Cam,TN401_S635P_0006_01,Gastropod,Larval,morphology,Order,Neomphalida,NA,NA,NA,1
SyPRID - above vents,S635P,1803,8,Above vents,9.67,80-150,Tow Cam,TN401_S635P_0006_03,Gastropod,Larval,CO1,Family,Peltospiridae,Peltospiridae,99.8,VJ200,1
SyPRID - above vents,S635P,1803,8,Above vents,9.67,80-150,Tow Cam,TN401_S635P_0008,Zoea,Larval,morphology,Genus,Austinograea,NA,NA,NA,30
SyPRID - above vents,S635P,1803,8,Above vents,9.67,80-150,Tow Cam,TN401_S635P_0009,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - above vents,S635P,1803,8,Above vents,9.67,80-150,Tow Cam,TN401_S635P_0010,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - above vents,S635P,1803,8,Above vents,9.67,80-150,Tow Cam,TN401_S635P_0011,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,9
SyPRID - above vents,S635P,1803,8,Above vents,9.67,80-150,Tow Cam,TN401_S635P_0012,Zoea,Larval,morphology,Genus,Austinograea,NA,NA,NA,15
SyPRID - vent periphery,S635S,1803,40,Vent periphery,6.28,80-150,Tow Cam,TN401_S635S_0001,Nauplius,Larval,morphology,NA,NA,NA,NA,NA,1
SyPRID - vent periphery,S635S,1803,40,Vent periphery,6.28,80-150,Tow Cam,TN401_S635S_0002,Bivalve,Larval,intFXT/HCO2198,Order,Nuculanida,Yoldia notabilis,78.7,TL,1
SyPRID - vent periphery,S635S,1803,40,Vent periphery,6.28,80-150,Tow Cam,TN401_S635S_0004_01,Gastropod,Larval,morphology,Family,Peltospiridae,NA,NA,NA,1
SyPRID - vent periphery,S635S,1803,40,Vent periphery,6.28,80-150,Tow Cam,TN401_S635S_0005,Zoea,Larval,morphology,Genus,Austinograea,NA,NA,NA,13
SyPRID - vent periphery,S635S,1803,40,Vent periphery,6.28,80-150,Tow Cam,TN401_S635S_0007,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - vent periphery,S635S,1803,40,Vent periphery,6.28,80-150,Tow Cam,TN401_S635S_0008,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - vent periphery,S635S,1803,40,Vent periphery,6.28,80-150,Tow Cam,TN401_S635S_0010,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
SyPRID - above vents,S636P,1809,30,Above vents,7.12,12-23,Tahi Moana,TN401_S636P_0001,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - above vents,S636P,1809,30,Above vents,7.12,12-23,Tahi Moana,TN401_S636P_0002_01,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
SyPRID - above vents,S636P,1809,30,Above vents,7.12,12-23,Tahi Moana,TN401_S636P_0003,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,7
SyPRID - above vents,S636P,1809,30,Above vents,7.12,12-23,Tahi Moana,TN401_S636P_0004,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - above vents,S636P,1809,30,Above vents,7.12,12-23,Tahi Moana,TN401_S636P_0005,Zoea,Larval,intFXT/HCO2198,Genus,Austinograea,Austinograea williamsi,93.8,TL,2
SyPRID - above vents,S636P,1809,30,Above vents,7.12,12-23,Tahi Moana,TN401_S636P_0009,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,10
SyPRID - above vents,S636P,1809,30,Above vents,7.12,12-23,Tahi Moana,TN401_S636P_0010,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,8
SyPRID - vent periphery,S636S,1796,45,Vent periphery,7,12-23,Tahi Moana,TN401_S636S_0003,Gastropod,Larval,morphology,Family,Raphitomidae,NA,NA,NA,1
